,0,1,2,3,4,5,6
inconvenient,0.0,10441102.0,8627161.0,10214061.0,6066047.0,6633156.0,6897011.0
objective,2030578918.5,23455648485.2,23554928118.6,24075004998.4,21594472057.4,21337025986.2,23014151844.2
run_time,0.0,2426.799999999976,3277.0899999999974,1635.9999999999873,1757.3499999999517,1562.0499999999936,1457.3800000000433
total_demand,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0
max_demand,2935445.0,75235226.0,39652611.0,75008154.0,33613245.0,34091355.0,66906998.0
cost,2030578918.5,23445207383.2,23546300957.6,24064790937.4,21588406010.4,21330392830.2,23007254833.2
PAR,1.21,31.11,16.4,31.02,13.9,14.1,27.67
step_size,1.0,0.01,0.02,0.005,0.015,0.015,0.0
