,0,1,2,3,4,5,6,7,8,9,10,11,12,13
inconvenient,0.0,10226485.0,8961595.0,10635576.0,6224908.0,9556261.0,6178783.0,6556707.0,6588911.0,7119619.0,4463448.0,3462496.0,2475107.0,5871741.0
objective,2030578918.5,22063582281.4,22742035398.2,22629071545.2,20858047540.0,20607865491.3,20629135239.7,22776789809.2,19843437182.8,20595665944.6,18269928869.2,20877840029.9,19946642387.8,20939742692.7
run_time,0.0,3.392999999999746,2.553999999999867,3.084999999999817,2.4619999999998585,3.8229999999997846,2.539999999999884,2.0299999999999185,2.140999999999906,2.228999999999895,2.8849999999998373,2.2879999999998937,2.9719999999998254,2.359999999999882
total_demand,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0,116082164.0
max_demand,2935445.0,64279490.0,58833264.0,63507547.0,50755582.0,43688664.0,23021018.0,67592737.0,36944495.0,37658628.0,32910213.0,23437297.0,23938687.0,53370580.0
cost,2030578918.5,22053355796.4,22733073803.2,22618435969.2,20851822632.0,20598309230.3,20622956456.7,22770233102.2,19836848271.8,20588546325.6,18265465421.2,20874377533.9,19944167280.8,20933870951.7
PAR,1.21,26.58,24.33,26.26,20.99,18.07,9.52,27.95,15.28,15.57,13.61,9.69,9.9,22.07
step_size,1.0,0.01,0.01,0.01,0.01,0.01,0.015,0.005,0.005,0.005,0.005,0.005,0.005,0.0
