,0,1,2,3,4,5,6
inconvenient,0.0,104411.02,170454.9996,50218.030002,90237.43454997,98143.77848175046,98143.77848175046
objective,2030578918.5,1987566369.71,1924134091.7596,1908000432.870002,1873460736.30455,1845994383.3284817,1845994383.3284817
run_time,0.0,0.00255584716796875,0.00251007080078125,0.0013692378997802734,0.0018339157104492188,0.0024328231811523438,0.0006999969482421875
total_demand,116082164.0,116082164.00000003,116082164.00000001,116082163.99999999,116082164.0,116082163.99999999,116082163.99999999
max_demand,2935445.0,2906163.936125,2848475.130727303,2834232.7550736666,2791931.476925098,2750261.550640556,2750261.550640556
cost,2030578918.5,1987461958.69,1923963636.76,1907950214.84,1873370498.87,1845896239.55,1845896239.55
PAR,1.21,1.2,1.18,1.17,1.15,1.14,1.14
step_size,1.0,0.01,0.02,0.005,0.015,0.015,0.0
