,0,1,2,3,4,5,6,7,8
PAR,2.1,1.67,1.55,1.48,1.41,1.38,1.36,1.34,1.34
total_demand,860617.0,860616.9999999997,860617.0000000001,860616.9999999999,860617.0000000001,860617.0,860617.0000000001,860616.9999999998,860616.9999999998
cost,13900177.3,12152625.03,12116801.6,12101208.36,12093964.67,12089026.13,12088117.73,12087517.74,12087517.74
objective,13900177.3,12153160.836,12116894.61455,12101352.61414155,12094007.659497365,12089092.352409603,12088129.531108676,12087530.858386695,12087530.858386695
max_demand,37719.0,29886.43381435202,27713.762904151783,26505.99017660013,25235.011636915973,24715.985351403135,24394.677541834895,24101.941411332875,24101.941411332875
inconvenient,0.0,535.8060000000002,93.01455,144.25414155,42.98949736545,66.22240960274745,11.801108675164283,13.11838669589803,13.11838669589803
run_time,0.0,0.004646778106689453,0.001249074935913086,0.0010428428649902344,0.0010361671447753906,0.0006949901580810547,0.0004227161407470703,0.0003521442413330078,0.00018405914306640625
step_size,1.0,0.2890000000000001,0.075,0.059,0.061,0.039,0.013,0.012,0.0
