,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,37719,63421.0,-68.10%,2.1,3.54,-68.60%,13900177.3,12049453.0,13.30%,13900177.3,12048655.0,13.30%,0.001
heuristic_fw,5,1,piece-wise,37719,24101.941411332875,36.10%,2.1,1.34,36.20%,13900177.3,12087530.858386695,13.00%,13900177.3,12087517.74,13.00%,0.001
