,0,1,2
inconvenient,0.0,80.0,16.0
objective,2728588.4,2383398.0,2383334.0
PAR,5.87,4.61,4.54
max_demand,20805.0,16358.0,16100.0
cost,2728588.4,2383318.0,2383318.0
step_size,1.0,0.5370000000000001,0.0
total_demand,170237.0,170237.0,170237.0
run_time,0.0,0.0,0.0
