,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PAR,1.22,26.23,25.94,23.26,21.99,24.59,12.64,19.77,13.34,10.69,14.71,15.36,14.01,14.95,11.7,8.52,10.04,23.59,11.19,26.08,8.18,17.1,19.92,26.76
step_size,1.0,0.013000000000000005,0.012000000000000004,0.009000000000000001,0.010000000000000002,0.008,0.012000000000000004,0.005,0.010000640769926995,0.009000000000000001,0.004,0.006,0.006,0.004,0.004,0.005,0.004,0.001,0.003,0.001,0.003,0.001,0.001,0.0
inconvenient,0.0,10424323.0,9803335.0,6669801.0,7134778.0,8887472.0,6603156.0,4747426.0,6970146.0,2578225.0,5383191.0,4662715.0,5274960.0,7183318.0,3213951.0,3242404.0,2489569.0,4924242.0,6171943.0,8802492.0,2142702.0,5087853.0,5167931.0,5554702.0
total_demand,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0,118333133.0
max_demand,3005461.0,64660523.0,63939965.0,57352751.0,54220951.0,60629980.0,31163730.0,48745883.0,32895115.0,26343691.0,36265090.0,37873196.0,34548177.0,36858463.0,28839545.0,20991886.0,24743325.0,58162455.0,27585004.0,64295885.0,20172836.0,42152670.0,49118091.0,65982872.0
cost,2009681634.5,23168148859.2,22957221586.0,21739725407.6,22213182049.6,22604974526.4,22693335379.8,22947153665.2,21008673306.8,20698466719.0,22413993026.4,19795517515.6,18053360229.0,20214758874.0,20353558337.7,20903318104.4,20716692714.4,21880744870.1,21245289986.0,22236517182.3,19059815960.2,21624260541.6,22758727925.7,21801481161.7
run_time,0.0,4.157999999999742,3.068999999999823,2.8569999999998505,4.1389999999998075,2.9099999999998367,2.62199999999987,2.846999999999863,2.5289999999998773,3.17599999999982,2.495999999999893,2.47399999999988,2.718999999999877,2.7479999999998723,2.2919999999998972,2.5979999999998675,2.3619999999998926,2.194999999999907,3.1889999999998317,2.424999999999889,3.237999999999851,3.2279999999998186,3.1439999999998283,2.4579999999998887
objective,2009681634.5,23178573182.2,22967024921.0,21746395208.6,22220316827.6,22613861998.4,22699938535.8,22951901091.2,21015643452.8,20701044944.0,22419376217.4,19800180230.6,18058635189.0,20221942192.0,20356772288.7,20906560508.4,20719182283.4,21885669112.1,21251461929.0,22245319674.3,19061958662.2,21629348394.6,22763895856.7,21807035863.7
