,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PAR,1.22,1.2,1.19,1.18,1.17,1.16,1.14,1.14,1.13,1.12,1.11,1.11,1.1,1.09,1.09,1.09,1.08,1.08,1.08,1.08,1.07,1.07,1.07,1.07
step_size,1.0,0.013000000000000005,0.012000000000000004,0.009000000000000001,0.010000000000000002,0.008,0.012000000000000004,0.005,0.010000640769926995,0.009000000000000001,0.004,0.006,0.006,0.004,0.004,0.005,0.004,0.001,0.003,0.001,0.003,0.001,0.001,0.0
inconvenient,0.0,135516.19900000005,116013.82561200003,58984.084569492006,70757.93915430509,70533.71248676557,78391.46745015885,23345.172662749206,69472.4595744315,22578.77286383012,21442.44890854468,27847.63530654873,31482.674188160712,28607.341303247358,12741.374634787011,16148.313126826066,9893.682747492696,4914.3483172525075,18501.085955048242,8783.990914044953,6401.754027257865,5081.451245972742,5162.849548754028,5162.849548754028
total_demand,118333133.0,118333133.0,118333133.00000003,118333132.99999999,118333133.00000001,118333133.00000003,118333133.0,118333133.00000001,118333133.00000003,118333133.00000001,118333133.00000003,118333133.00000001,118333133.00000003,118333133.00000004,118333133.0,118333133.00000003,118333133.00000001,118333133.00000004,118333132.99999999,118333133.00000001,118333133.00000001,118333133.00000001,118333133.0,118333133.0
max_demand,3005461.0,2966624.738546871,2931250.103932312,2904996.4527134695,2876380.2074915785,2853487.610168415,2820038.4321267973,2805966.4121641973,2778030.8985420205,2753128.3965625768,2742182.607349225,2725770.5896417038,2710113.98929263,2699289.783181649,2688508.8089931617,2675093.1231646375,2664408.790533021,2661744.381742488,2654565.1396279302,2651910.574488302,2643962.7958446504,2641318.8330488056,2638677.5142157567,2638677.5142157567
cost,2009681634.5,1967064800.69,1933463971.44,1914953547.32,1895483126.0,1881608466.62,1865370849.04,1859136211.02,1848737288.49,1841623558.5,1838783361.23,1835490338.33,1832719777.41,1830893438.45,1829249361.39,1827176113.86,1826208090.76,1825816967.02,1825327943.07,1824991149.15,1824459310.78,1824297764.62,1824209377.89,1824209377.89
run_time,0.0,0.00763702392578125,0.006693124771118164,0.0046961307525634766,0.0058019161224365234,0.00444483757019043,0.005850076675415039,0.003170013427734375,0.005866050720214844,0.004808902740478516,0.0022068023681640625,0.004118919372558594,0.003493070602416992,0.0031480789184570312,0.003095865249633789,0.00351715087890625,0.002279043197631836,0.0013740062713623047,0.0025708675384521484,0.0016748905181884766,0.0018839836120605469,0.001422882080078125,0.0017969608306884766,0.0013580322265625
objective,2009681634.5,1967200316.889,1933579985.2656121,1915012531.4045694,1895553883.9391544,1881679000.3324866,1865449240.50745,1859159556.1926627,1848806760.9495745,1841646137.2728639,1838804803.6789086,1835518185.9653065,1832751260.0841882,1830922045.7913034,1829262102.7646348,1827192262.1731267,1826217984.4427476,1825821881.3683171,1825346444.155955,1824999933.1409142,1824465712.5340273,1824302846.071246,1824214540.739549,1824214540.739549
