,0,1,2,3,4,5
objective,15430751.3,13312141.0,13310210.0,13310534.0,13309374.0,13309374.0
inconvenient,0.0,3531.0,1662.0,1955.0,804.0,804.0
total_demand,950610.0,950610.0,950610.0,950610.0,950610.0,950610.0
max_demand,40605.0,101252.0,48329.0,64234.0,72205.0,71005.0
run_time,0.0,0.03897419600000063,0.0397234950000005,0.03949132799999888,0.040687412000000034,0.03941612899999902
step_size,1.0,0.26600000000000007,0.156,0.10899999999999999,0.018,0.0
PAR,2.05,5.11,2.44,3.24,3.65,3.59
cost,15430751.3,13308610.0,13308548.0,13308579.0,13308570.0,13308570.0
