,0,1,2,3,4,5
objective,15430751.3,13436284.076,13363410.269624,13342188.985290984,13341282.017504763,13341282.017504763
inconvenient,0.0,939.2460000000002,112.74962399999997,200.80529098399998,10.857504762288,10.857504762288
total_demand,950610.0,950609.9999999998,950609.9999999999,950610.0000000002,950610.0000000001,950610.0000000001
max_demand,40605.0,32551.058272623195,27999.280379378717,26896.340923107404,26412.74678649147,26412.74678649147
run_time,0.0,-0.009395122528076172,-0.005873918533325195,-0.003679037094116211,-0.0007460117340087891,-0.0003821849822998047
step_size,1.0,0.26600000000000007,0.156,0.10899999999999999,0.018,0.0
PAR,2.05,1.64,1.41,1.36,1.33,1.33
cost,15430751.3,13435344.83,13363297.52,13341988.18,13341271.16,13341271.16
