no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
2000,5,heuristic,1,piece-wise,0.5,0.7915000000000001,10.0,986552.5,17993832.0,-17.277,1.2349999999999999,22.535,-17.2625,643739973.8,6915251471.3,-9.7425,643739973.8,6913128500.8,-9.739
2000,5,heuristic_fw,1,piece-wise,0.5,0.001,10.0,986552.5,908520.5308000052,0.07899999999999999,1.2349999999999999,1.135,0.08099999999999999,643739973.8,591652895.0977571,0.08099999999999999,643739973.8,591644914.0,0.08099999999999999
4000,5,heuristic,1,piece-wise,0.5,2.182,10.5,1911161.5,35296679.5,-17.444499999999998,1.19,21.92,-17.398,1419229104.25,15073111723.1,-9.6235,1419229104.25,15068689522.1,-9.620000000000001
4000,5,heuristic_fw,1,piece-wise,0.5,0.001,10.5,1911161.5,1770055.2996450104,0.074,1.19,1.1,0.0755,1419229104.25,1249776811.8412373,0.1195,1419229104.25,1249754734.4850001,0.1195
