,0,1,2
max_demand,19650.0,13606.665130677677,13606.665130677677
cost,2991041.6,2670076.31,2670076.31
total_demand,190465.0,190465.0,190465.0
objective,2991041.6,2670114.569,2670114.569
inconvenient,0.0,38.259000000000015,38.259000000000015
step_size,1.0,0.35100000000000015,0.0
run_time,0.0,0.0014379024505615234,0.00013184547424316406
PAR,4.95,3.43,3.43
