,0,1,2
max_demand,19650.0,20310.0,20310.0
cost,2991041.6,2666514.0,2666510.0
total_demand,190465.0,190465.0,190465.0
objective,2991041.6,2666621.0,2666540.0
inconvenient,0.0,107.0,30.0
step_size,1.0,0.35100000000000015,0.0
run_time,0.0,0.0,0.0
PAR,4.95,5.12,5.12
