,0,1,2
max_demand,19650.0,20310.0,20310.0
cost,2991041.6,2666510.0,2666510.0
total_demand,190465.0,190465.0,190465.0
objective,2991041.6,2666619.0,2666538.0
inconvenient,0.0,109.0,28.0
step_size,1.0,0.35100000000000015,0.0
run_time,0.0,1.1799999999999997,1.1600000000000001
PAR,4.95,5.12,5.12
