,0,1,2,3,4,5,6,7,8,9
objective,29967383.1,26981395.0,26976628.0,26975536.0,26975653.0,26976135.0,26974386.0,26977420.0,26975328.0,26973914.0
PAR,1.86,5.18,4.29,3.58,4.12,3.29,3.02,3.7,2.69,2.84
step_size,1.0,0.15,0.09499999999999999,0.10099999999999998,0.035,0.034,0.023,0.011,0.011,0.0
cost,29967383.1,26970810.0,26970303.0,26970393.0,26970505.0,26970624.0,26970403.0,26970765.0,26970576.0,26970504.0
inconvenient,0.0,10585.0,6325.0,5143.0,5148.0,5511.0,3983.0,6655.0,4752.0,3410.0
max_demand,74643.0,207900.0,172145.0,143518.0,165399.0,131971.0,121040.0,148504.0,108150.0,113794.0
run_time,0.0,0.003,0.005,0.002,0.002,0.006,0.004,0.004,0.006,0.002
total_demand,1926447.0,1926447.0,1926447.0,1926447.0,1926447.0,1926447.0,1926447.0,1926447.0,1926447.0,1926447.0
