,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,50,1,piece-wise,83311,83311.0,0.00%,3.7,3.7,0.00%,16535042.4,15149935.0,8.40%,16535042.4,15149792.0,8.40%,0.001
heuristic_fw,5,50,1,piece-wise,83311,45411.329889756715,45.50%,3.7,2.01,45.70%,16535042.4,15151194.234,8.40%,16535042.4,15150975.67,8.40%,0.001
