,0,1,2
step_size,1.0,0.541,0.0
inconvenient,0.0,218.56400000000002,218.56400000000002
max_demand,83311.0,45411.329889756715,45411.329889756715
cost,16535042.4,15150975.67,15150975.67
total_demand,1082128.0,1082127.9999999998,1082127.9999999998
objective,16535042.4,15151194.234,15151194.234
PAR,3.7,2.01,2.01
run_time,0.0,0.0020313262939453125,0.00015807151794433594
