,0,1,2
step_size,1.0,0.541,0.0
inconvenient,0.0,404.0,143.0
max_demand,83311.0,57680.0,83311.0
cost,16535042.4,15149792.0,15149792.0
total_demand,1082128.0,1082128.0,1082128.0
objective,16535042.4,15150196.0,15149935.0
PAR,3.7,2.56,3.7
run_time,0.0,0.0,0.002
