,0,1,2,3,4,5,6,7,8,9,10
PAR,1.22,1.21,1.19,1.18,1.16,1.15,1.14,1.13,1.12,1.11,1.11
max_demand,982462.0,967798.63184225,953354.1162871754,943844.4089772109,934429.5609976632,925108.6261267115,912936.0281095671,903829.4912291742,894813.7920541632,890381.7230938923,890381.7230938923
total_demand,38510496.0,38510495.99999999,38510496.000000015,38510496.000000015,38510495.99999999,38510496.0,38510495.99999999,38510495.99999999,38510495.99999999,38510495.99999999,38510495.99999999
objective,659295258.8,641858022.16,627110535.6557001,619516038.150543,612550593.9200946,607897461.7904991,602083053.3813425,598756352.5590866,596181810.7709092,594980405.0228955,594980405.0228955
cost,659295258.8,641817556.54,627058488.71,619489570.16,612516147.97,607876552.88,602051514.29,598737142.65,596164875.35,594974483.47,594974483.47
step_size,1.0,0.015,0.015,0.01,0.01,0.01,0.015,0.01,0.01,0.005,0.0
inconvenient,0.0,40465.619999999995,52046.9457,26467.990543,34445.95009457,20908.910499054302,31539.09134251418,19209.90908657486,16935.420909134253,5921.552895454329,5921.552895454329
run_time,0.0,0.0014791488647460938,0.0014891624450683594,0.0010671615600585938,0.0010612010955810547,0.0010652542114257812,0.0013821125030517578,0.0010750293731689453,0.0010569095611572266,0.0007219314575195312,0.00039505958557128906
