,0,1,2,3,4,5,6,7,8
run_time,0.0,0.0031998157501220703,0.00116729736328125,0.0011911392211914062,0.00032210350036621094,0.0003190040588378906,0.0006530284881591797,0.0003147125244140625,0.0002071857452392578
inconvenient,0.0,397.653,192.75584199999997,54.474171641999995,14.360784111937997,22.511309806544805,51.88503629793166,15.247609491828957,15.247609491828957
step_size,1.0,0.249,0.086,0.09899999999999999,0.011,0.013,0.041,0.014,0.0
total_demand,960085.0,960085.0,960085.0000000001,960084.9999999999,960085.0000000002,960084.9999999999,960085.0,960085.0,960085.0
max_demand,48848.0,38016.30311705224,35476.15281809418,33417.95590448652,33050.35838953716,32620.70373047318,31516.850955081012,31075.783041709878,31075.783041709878
PAR,2.44,1.9,1.77,1.67,1.65,1.63,1.58,1.55,1.55
objective,14527628.7,13548953.423,13501495.565842,13483612.444171643,13482323.850784112,13481300.511309806,13477973.125036297,13476897.457609493,13476897.457609493
cost,14527628.7,13548555.77,13501302.81,13483557.97,13482309.49,13481278.0,13477921.24,13476882.21,13476882.21
