,0,1,2,3,4,5,6,7,8
run_time,0.0,5.249999999999999,5.329999999999999,5.51,5.449999999999999,5.2799999999999985,5.420000000000001,5.47,5.469999999999999
inconvenient,0.0,1597.0,2639.0,743.0,1360.0,1746.0,1288.0,1141.0,476.0
step_size,1.0,0.249,0.086,0.09899999999999999,0.011,0.013,0.041,0.014,0.0
total_demand,960085.0,960085.0,960085.0,960085.0,960085.0,960085.0,960085.0,960085.0,960085.0
max_demand,48848.0,68015.0,90559.0,65238.0,105923.0,136089.0,67000.0,89185.0,75415.0
PAR,2.44,3.4,4.53,3.26,5.3,6.8,3.35,4.46,3.77
objective,14527628.7,13442790.0,13443871.0,13441949.0,13442581.0,13442991.0,13442494.0,13442354.0,13441677.0
cost,14527628.7,13441193.0,13441232.0,13441206.0,13441221.0,13441245.0,13441206.0,13441213.0,13441201.0
