,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
optimal,5,1,piece-wise,48848,136089.0,-178.60%,2.44,6.8,-178.70%,14527628.7,13442991.0,7.50%,14527628.7,13441245.0,7.50%,5.397
optimal_fw,5,1,piece-wise,48848,32620.70373047318,33.20%,2.44,1.63,33.20%,14527628.7,13481300.511309806,7.20%,14527628.7,13481278.0,7.20%,0.001
heuristic,5,1,piece-wise,48848,63648.0,-30.30%,2.44,3.18,-30.30%,14527628.7,13441667.0,7.50%,14527628.7,13441194.0,7.50%,0.001
heuristic_fw,5,1,piece-wise,48848,31177.04199038606,36.20%,2.44,1.56,36.10%,14527628.7,13474125.274518412,7.30%,14527628.7,13474122.23,7.30%,0.002
