,0,1,2,3,4
run_time,0.0,2.1400000000000006,5.1499999999999995,4.589999999999999,2.16
max_demand,28225.0,69075.0,67112.0,71562.0,69075.0
cost,6620094.4,5969572.0,5969572.0,5969572.0,5969572.0
PAR,3.18,7.78,7.55,8.06,7.78
objective,6620094.4,5969823.0,5969909.0,5970000.0,5969642.0
step_size,1.0,0.20600000000000002,0.106,0.129,0.0
inconvenient,0.0,251.0,337.0,428.0,70.0
total_demand,426398.0,426398.0,426398.0,426398.0,426398.0
