,0,1,2
run_time,0.0,0.001,0.003
max_demand,28225.0,30555.0,25400.0
cost,6620094.4,5969572.0,5969572.0
PAR,3.18,3.44,2.86
objective,6620094.4,5969919.0,5969668.0
step_size,1.0,0.5120000000000002,0.0
inconvenient,0.0,347.0,96.0
total_demand,426398.0,426398.0,426398.0
