,max_demand,total_demand,PAR,objective,cost,inconvenient,step_size,reschedule_time
0,2130022.0,80982852.0,0.79,1356907323.5,1356907323.5,0.0,1.0,0.0
1,2104463.8,80982852.0,0.8,1327919598.5,1326368402.9,1551195.6,0.012,
2,2081316.2602,80982852.00000003,0.81,1303464810.1384,1301752779.99,1712030.1484,0.011,
3,2058424.8173377998,80982852.00000001,0.82,1284380100.8083675,1282941553.04,1438547.7683676,0.011,
4,2013398.101882266,80982852.0,0.84,1258876722.229096,1256185146.48,2691575.7490959126,0.022,
5,1991256.926761561,80982852.0,0.85,1246716179.0667598,1245565912.1,1150266.9667599448,0.011,
6,1969359.073567184,80982852.0,0.86,1237715703.7833657,1236821415.52,894288.2633656405,0.011,
7,1947705.187757945,80982852.00000004,0.87,1230602968.9791028,1229719228.85,883740.1291029779,0.011,
8,1926288.1196926075,80982851.99999999,0.88,1225742079.07858,1224858222.92,883856.1585798672,0.011,
9,1926288.1196926075,80982851.99999999,0.88,1225742079.07858,1224858222.92,883856.1585798672,0.0,
