,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,18202,21418.0,-17.70%,3.57,4.2,-17.60%,4487027.8,3430712.0,23.50%,4487027.8,3430644.0,23.50%,0.0
heuristic_fw,5,1,piece-wise,18202,11998.384329495702,34.10%,3.57,2.35,34.20%,4487027.8,3439058.473163396,23.40%,4487027.8,3439057.68,23.40%,0.001
