,0,1,2,3,4,5
step_size,1.0,0.46600000000000025,0.065,0.061,0.011,0.0
run_time,0.0,0.0,0.0,0.0,0.0,0.0
max_demand,18202.0,20948.0,21418.0,27200.0,29624.0,21418.0
inconvenient,0.0,417.0,50.0,202.0,85.0,68.0
PAR,3.57,4.1,4.2,5.33,5.8,4.2
total_demand,245046.0,245046.0,245046.0,245046.0,245046.0,245046.0
objective,4487027.8,3431061.0,3430694.0,3430846.0,3430729.0,3430712.0
cost,4487027.8,3430644.0,3430644.0,3430644.0,3430644.0,3430644.0
