,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,50,1,piece-wise,55010,56141.0,-2.10%,3.0,3.06,-2.00%,13275709.1,12325254.0,7.20%,13275709.1,12325194.0,7.20%,0.002
heuristic_fw,5,50,1,piece-wise,55010,33801.58745762669,38.60%,3.0,1.84,38.70%,13275709.1,12334230.04176,7.10%,13275709.1,12334214.79,7.10%,0.002
