,0,1,2,3
step_size,1.0,0.4420000000000001,0.09,0.0
inconvenient,0.0,508.0,394.0,60.0
max_demand,55010.0,48420.0,59691.0,56141.0
cost,13275709.1,12325202.0,12325199.0,12325194.0
total_demand,880371.0,880371.0,880371.0,880371.0
objective,13275709.1,12325710.0,12325593.0,12325254.0
PAR,3.0,2.64,3.25,3.06
run_time,0.0,0.0,0.005,0.0
