,0,1,2,3,4,5
max_demand,44099.0,32313.697394597853,29386.709924110786,28409.112137716573,27843.40698923905,27843.40698923905
step_size,1.0,0.3090000000000001,0.16100000000000003,0.041,0.047,0.0
objective,15330798.6,14214127.325,14176507.738525,14175098.645450475,14173694.364623828,14173694.364623828
total_demand,1010878.0,1010878.0,1010877.9999999998,1010877.9999999995,1010877.9999999998,1010877.9999999998
cost,15330798.6,14213269.85,14176397.53,14175081.68,14173661.98,14173661.98
PAR,2.09,1.53,1.4,1.35,1.32,1.32
run_time,0.0,0.005167245864868164,0.0029621124267578125,0.0006830692291259766,0.0015039443969726562,0.00019097328186035156
inconvenient,0.0,857.4750000000003,110.20852499999998,16.965450475,32.384623827675,32.384623827675
