,0,1,2,3
max_demand,29600.0,33759.0,56949.0,33759.0
cost,5886681.0,5377428.0,5377428.0,5377428.0
total_demand,384102.0,384102.0,384102.0,384102.0
objective,5886681.0,5377551.0,5377490.0,5377457.0
inconvenient,0.0,123.0,62.0,29.0
step_size,1.0,0.3580000000000002,0.09899999999999999,0.0
run_time,0.0,5.069999999999999,4.9,2.860000000000001
PAR,3.7,4.22,7.12,4.22
