,0,1,2,3,4
step_size,1.0,0.4370000000000002,0.105,0.059,0.0
run_time,0.0,0.0,0.002,0.005,0.004
max_demand,103873.0,84865.0,145131.0,116688.0,104553.0
inconvenient,0.0,1327.0,1370.0,449.0,117.0
PAR,2.69,2.2,3.76,3.02,2.71
total_demand,1853035.0,1853035.0,1853035.0,1853035.0,1853035.0
objective,27742749.4,25943821.0,25943897.0,25942940.0,25942607.0
cost,27742749.4,25942494.0,25942527.0,25942491.0,25942490.0
