,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
PAR,1.2,1.19,1.17,1.16,1.14,1.13,1.12,1.12,1.11,1.1,1.09,1.09,1.08,1.08,1.08,1.07,1.07,1.07,1.05,1.05,1.05
step_size,1.0,0.013000000000000005,0.013000000000000005,0.013000000000000005,0.011000000000000003,0.012000000000000004,0.007,0.007,0.008,0.005,0.008,0.004,0.004,0.003,0.003,0.004098592315704524,0.001,0.002,0.014753948679016665,0.001,0.0
inconvenient,0.0,160079.59500000006,168226.62226500004,152294.10791055506,91437.16881298392,123762.18997424422,64774.449670180285,72931.37285230873,71183.50901718154,51986.6324549141,91536.67494036068,26592.02930023856,19944.687882799044,28532.727936351603,22189.581816190945,30935.631400124705,7487.2863685998755,16901.0614272628,12167.41827585489,8756.321581724145,8756.321581724145
total_demand,153908878.0,153908878.00000006,153908878.00000006,153908878.00000003,153908877.99999997,153908877.99999997,153908878.00000003,153908878.0,153908878.00000006,153908878.00000003,153908878.0,153908878.0,153908878.00000003,153908878.00000006,153908878.00000003,153908877.99999997,153908877.99999997,153908878.00000006,153908877.99999994,153908878.00000003,153908878.00000003
max_demand,3855548.0,3805776.8619707613,3756646.826142799,3708398.478302899,3669179.67145928,3626426.551291051,3601173.7748229783,3577129.9471057197,3548612.8670983147,3530905.253423105,3503112.392394686,3489121.614489183,3475186.0488079158,3465812.556406014,3455425.515705654,3441284.883172458,3437843.6002892856,3430971.3549303077,3380695.7875026525,3377315.09671515,3377315.09671515
cost,2761244821.3,2682377047.29,2616277671.53,2563467230.23,2526762727.88,2496399069.92,2479195364.16,2465547576.57,2453782405.84,2445158421.63,2432325153.47,2428122392.79,2424220606.73,2422007931.01,2419593009.91,2417486489.94,2416788796.05,2415767705.12,2410588358.85,2410148135.43,2410148135.43
run_time,0.0,0.0066449642181396484,0.006410121917724609,0.006159782409667969,0.0056188106536865234,0.006097078323364258,0.003345012664794922,0.0034389495849609375,0.0038521289825439453,0.002665996551513672,0.004446983337402344,0.0026187896728515625,0.0025839805603027344,0.003119945526123047,0.0022966861724853516,0.002167940139770508,0.0009353160858154297,0.0013761520385742188,0.006501197814941406,0.0011749267578125,0.0004999637603759766
objective,2761244821.3,2682537126.8849998,2616445898.152265,2563619524.3379107,2526854165.048813,2496522832.1099744,2479260138.60967,2465620507.9428525,2453853589.349017,2445210408.262455,2432416690.1449404,2428148984.8193,2424240551.417883,2422036463.7379365,2419615199.491816,2417517425.5714,2416796283.3363686,2415784606.181427,2410600526.2682757,2410156891.7515817,2410156891.7515817
