no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
20,5,heuristic,1,piece-wise,0,0.014,2,36000,36000.0,0.0,4.11,4.11,0.0,6666906.0,6666922.0,0.0,6666906.0,6666906.0,0.0
20,5,heuristic_fw,1,piece-wise,0,0.007,2,36000,19401.1868263473,0.461,4.11,2.21,0.462,6666906.0,5889358.437785836,0.117,6666906.0,5889034.34,0.117
20,5,optimal,1,piece-wise,0,6.26,2,36000,36000.0,0.0,4.11,4.11,0.0,6666906.0,6666906.0,0.0,6666906.0,6666906.0,0.0
20,5,optimal_fw,1,piece-wise,0,0.007,2,36000,19399.99,0.461,4.11,2.21,0.462,6666906.0,5889330.121727652,0.117,6666906.0,5889034.23,0.117
