,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,50036,49736.0,0.60%,2.44,2.42,0.80%,14812755.7,13802958.0,6.80%,14812755.7,13802936.0,6.80%,0.05
heuristic_fw,5,1,piece-wise,50036,30951.923806006238,38.10%,2.44,1.51,38.10%,14812755.7,13822613.487027079,6.70%,14812755.7,13822606.77,6.70%,0.003
