,0,1,2,3,4,5
run_time,0.0,0.05000000000000004,0.05000000000000004,0.05000000000000004,0.05000000000000004,0.05000000000000004
objective,14812755.7,13804051.0,13803446.0,13803443.0,13803096.0,13802958.0
inconvenient,0.0,1039.0,510.0,503.0,160.0,22.0
step_size,1.0,0.2970000000000001,0.17600000000000005,0.134,0.06899999999999999,0.0
total_demand,985924.0,985924.0,985924.0,985924.0,985924.0,985924.0
max_demand,50036.0,68287.0,48481.0,45377.0,48581.0,49736.0
PAR,2.44,3.32,2.36,2.21,2.37,2.42
cost,14812755.7,13803012.0,13802936.0,13802940.0,13802936.0,13802936.0
