,0,1,2,3,4,5,6,7,8,9,10,11,12
PAR,1.3,1.28,1.26,1.25,1.23,1.22,1.21,1.18,1.18,1.17,1.16,1.15,1.15
max_demand,1086548.0,1070331.1352815,1054554.7089826567,1044035.5257605546,1028453.1650341377,1018194.3447129221,1008173.4762244108,989173.8789023273,984228.0095078156,974410.3351129752,969538.2834374104,964690.5920202233,964690.5920202233
total_demand,40135910.0,40135910.0,40135910.00000001,40135910.000000015,40135910.00000001,40135910.00000001,40135909.99999999,40135909.99999999,40135909.99999999,40135910.0,40135910.0,40135909.99999999,40135909.99999999
objective,652640071.7,637584246.2950001,626786806.894575,620316898.0003542,612621111.9393448,608657700.2201066,604738240.1573989,599763710.497452,598354248.0055127,596379499.2179449,595426525.7325102,594778986.7696375,594778986.7696375
cost,652640071.7,637545331.6,626750862.93,620290822.29,612592992.95,608641126.96,604719505.03,599728175.6,598346825.8,596368845.72,595417726.66,594771751.13,594771751.13
step_size,1.0,0.015,0.015,0.01,0.015,0.01,0.01,0.02,0.005,0.01,0.005,0.005,0.0
inconvenient,0.0,38914.695,35943.964575,26075.71035425,28118.98934468625,16573.260106553138,18735.12739893447,35534.89745202131,7422.2055127398935,10653.4979448726,8799.072510275637,7235.639637448622,7235.639637448622
run_time,0.0,0.0013501644134521484,0.0013277530670166016,0.001007080078125,0.001271963119506836,0.0009748935699462891,0.0009849071502685547,0.0015592575073242188,0.0006577968597412109,0.0009708404541015625,0.0006649494171142578,0.0006442070007324219,0.00035309791564941406
