,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
inconvenient,0.0,14152013.0,14773035.0,14454609.0,15432443.0,14658884.0,12974952.0,13800406.0,13435135.0,7566565.0,6310007.0,8515744.0,10239450.0,7819253.0,8065369.0,4528224.0,5378705.0,13598131.0
objective,3339934784.3,36913911773.4,37853409830.2,36840585604.6,36541856147.0,36467548813.9,36885864119.0,34973579587.2,36906337037.7,35519768366.4,34234627541.4,36699563206.0,31944913012.8,33072405270.7,32142403631.6,31071887876.4,35130728567.8,32295411069.4
run_time,0.0,4.338999999999808,5.174000000000158,5.3180000000001755,5.770000000000353,6.881000000000732,6.523000000000644,7.958000000001064,4.244999999999862,3.6949999999997796,4.194999999999807,3.9739999999997706,3.506999999999795,2.699999999999865,3.192999999999821,11.639999999999738,3.304999999999834,3.800999999999787
total_demand,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0
max_demand,4928390.0,95691494.0,106273918.0,89417836.0,100963149.0,68707917.0,69822816.0,96781800.0,71292429.0,77699105.0,76961593.0,82501185.0,58462384.0,57325404.0,64180147.0,42338962.0,57842801.0,101918661.0
cost,3339934784.3,36899759760.4,37838636795.2,36826130995.6,36526423704.0,36452889929.9,36872889167.0,34959779181.2,36892901902.7,35512201801.4,34228317534.4,36691047462.0,31934673562.8,33064586017.7,32134338262.6,31067359652.4,35125349862.8,32281812938.4
PAR,1.23,23.97,26.63,22.4,25.29,17.21,17.49,24.25,17.86,19.47,19.28,20.67,14.65,14.36,16.08,10.61,14.49,25.53
step_size,1.0,0.015,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0
