,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
inconvenient,0.0,212280.19499999998,145607.54805,143090.01451950002,152893.529854805,145059.90470145197,128298.92095298547,68360.53539523507,66833.87232302382,37498.65563838488,31362.541721808077,42421.90729139096,50985.140463543044,38841.33929768229,40132.638303511594,22440.456808482442,26781.32271595759,26781.32271595759
objective,3339934784.3,3234165907.5750003,3172257635.07805,3120819608.29452,3084444010.639855,3047529690.964701,3020211987.690953,3005036586.015395,2992502368.482323,2982598641.9356384,2973566399.171722,2966309304.4772916,2958743000.7404633,2952580895.299298,2946743469.4583035,2941105198.2268085,2936795821.7727156,2936795821.7727156
run_time,0.0,0.0016357898712158203,0.0010459423065185547,0.0012123584747314453,0.0011441707611083984,0.001241922378540039,0.0012438297271728516,0.0007789134979248047,0.0007829666137695312,0.0007610321044921875,0.0007772445678710938,0.0007810592651367188,0.0007822513580322266,0.0016369819641113281,0.0012080669403076172,0.0012590885162353516,0.0012841224670410156,0.0009551048278808594
total_demand,191588703.0,191588703.0,191588703.00000006,191588703.00000003,191588703.0000001,191588703.00000006,191588703.0,191588703.00000006,191588703.0,191588703.00000003,191588702.99999997,191588702.99999997,191588703.00000003,191588702.9999999,191588702.99999997,191588703.00000003,191588703.0000001,191588703.0000001
max_demand,4928390.0,4855092.860376249,4806982.558968997,4759736.125493281,4712305.687516484,4666834.553383508,4620300.085588507,4597210.710160565,4574718.886609762,4551845.292176713,4529244.750715829,4506598.5269622505,4486235.71932744,4463804.540730802,4441485.518027148,4419278.090437013,4397181.699984828,4397181.699984828
cost,3339934784.3,3233953627.38,3172112027.53,3120676518.28,3084291117.11,3047384631.06,3020083688.77,3004968225.48,2992435534.61,2982561143.28,2973535036.63,2966266882.57,2958692015.6,2952542053.96,2946703336.82,2941082757.77,2936769040.45,2936769040.45
PAR,1.23,1.22,1.2,1.19,1.18,1.17,1.16,1.15,1.15,1.14,1.13,1.13,1.12,1.12,1.11,1.11,1.1,1.1
step_size,1.0,0.015,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0
