,0,1,2,3,4,5,6,7,8,9,10,11
inconvenient,0.0,219118.05,211518.49425,236716.31258625,90212.86343706875,104033.50704844396,76836.31246475778,61774.35343767622,51890.31323281162,78718.9268676719,55059.445365661646,55059.445365661646
objective,3339934784.3,3238789725.6400003,3148937250.91425,3085808188.532586,3063941688.883437,3022028147.6670485,3007670125.212465,2995501596.5334377,2985884124.343233,2970231959.9468675,2961407156.7953653,2961407156.7953653
run_time,0.0,0.0016257762908935547,0.0015187263488769531,0.001516103744506836,0.0007967948913574219,0.0015671253204345703,0.0007872581481933594,0.0015189647674560547,0.0007982254028320312,0.0012269020080566406,0.0008118152618408203,0.00041985511779785156
total_demand,191588703.0,191588703.0,191588703.00000003,191588702.99999994,191588703.00000003,191588702.99999997,191588703.0,191588702.99999994,191588703.00000003,191588703.0,191588702.99999997,191588702.99999997
max_demand,4928390.0,4854833.16320125,4782374.171386327,4710996.639081615,4687441.655886207,4617481.0032418985,4594393.598225689,4571421.63023456,4548564.522083387,4503192.590975605,4480676.628020727,4480676.628020727
cost,3339934784.3,3238570607.59,3148725732.42,3085571472.22,3063851476.02,3021924114.16,3007593288.9,2995439822.18,2985832234.03,2970153241.02,2961352097.35,2961352097.35
PAR,1.23,1.22,1.2,1.18,1.17,1.16,1.15,1.15,1.14,1.13,1.12,1.12
step_size,1.0,0.015,0.015,0.015,0.005,0.015,0.005,0.005,0.005,0.01,0.005,0.0
