,0,1,2,3,4,5,6,7,8,9,10,11
inconvenient,0.0,14607870.0,14320351.0,15992606.0,18279289.0,7025780.0,15471296.0,12431707.0,10439837.0,7923783.0,11090608.0,13490023.0
objective,3339934784.3,39911609002.4,36371754015.0,39107366763.7,39037194790.6,35426703634.5,39292255230.0,39156681022.4,36209108294.3,35742635136.6,37931774132.0,38636401561.4
run_time,0.0,6547.360000000003,3758.0600000000604,3044.870000000024,2179.3300000001605,4014.300000000069,3641.560000000034,3281.190000000012,2701.7799999999615,3503.5300000000757,2398.039999999975,3536.170000000055
total_demand,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0,191588703.0
max_demand,4928390.0,102669651.0,73003347.0,70732229.0,110046975.0,54766660.0,105164606.0,90580947.0,109432296.0,60336814.0,69548491.0,114434898.0
cost,3339934784.3,39897001132.4,36357433664.0,39091374157.7,39018915501.6,35419677854.5,39276783934.0,39144249315.4,36198668457.3,35734711353.6,37920683524.0,38622911538.4
PAR,1.23,25.72,18.29,17.72,27.57,13.72,26.35,22.69,27.42,15.12,17.42,28.67
step_size,1.0,0.015,0.015,0.015,0.005,0.015,0.005,0.005,0.005,0.01,0.005,0.0
