,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
PAR,1.16,25.23,26.37,15.91,26.05,14.67,16.82,14.63,14.57,11.89,20.06,16.37,20.88,16.94,19.21,13.61,16.71,22.19,14.74,18.95,9.58,4.14,4.89,11.41
step_size,1.0,0.013000000000000005,0.011000000000000003,0.016094975278884652,0.008,0.009000000000000001,0.009000000000000001,0.007043273627413226,0.005,0.007076784230474905,0.004,0.005,0.003,0.002,0.002,0.003,0.001,0.001,0.002,0.002,0.002,0.003,0.002,0.0
inconvenient,0.0,15951296.0,19081933.0,14178330.0,19827454.0,9211588.0,13980613.0,12879639.0,13111771.0,8391991.0,12064128.0,7251778.0,14512899.0,12572809.0,15157963.0,9586946.0,6993856.0,12516254.0,7292369.0,11682636.0,9235695.0,1892364.0,3158411.0,5166228.0
total_demand,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0,195224201.0
max_demand,4708820.0,102602617.0,107257386.0,64693594.0,105956495.0,59670997.0,68410723.0,59504881.0,59238514.0,48375560.0,81581072.0,66581699.0,84908259.0,68913528.0,78111288.0,55352348.0,67973896.0,90262562.0,59935908.0,77073749.0,38982407.0,16825668.0,19892874.0,46417691.0
cost,3783028435.7,38062889466.7,38267154914.9,36734821281.4,37235698836.7,36766373214.2,36379395818.0,35416923809.0,37777434655.9,34681885426.6,34361840793.2,33675423635.3,35793595524.6,34967377987.2,36125078556.2,33278308792.8,36370449859.3,32005643059.8,25475364358.2,27593544539.2,27804474714.6,26382193683.8,27602536424.4,32697028521.4
run_time,0.0,3.4049999999997422,5.150000000000141,6.8590000000007505,5.796000000000384,5.304000000000211,6.154000000000499,15.147000000000002,3.8989999999997975,4.591999999999979,3.954999999999772,4.516999999999943,4.695999999999997,4.254999999999852,4.280999999999852,5.61600000000033,3.941999999999776,4.596999999999973,3.3369999999998177,3.581999999999796,4.250999999999843,3.340999999999818,4.214999999999841,4.942999999999987
objective,3783028435.7,38078840762.7,38286236847.9,36748999611.4,37255526290.7,36775584802.2,36393376431.0,35429803448.0,37790546426.9,34690277417.6,34373904921.2,33682675413.3,35808108423.6,34979950796.2,36140236519.2,33287895738.8,36377443715.3,32018159313.8,25482656727.2,27605227175.2,27813710409.6,26384086047.8,27605694835.4,32702194749.4
