,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
PAR,1.16,1.15,1.13,1.11,1.1,1.1,1.09,1.08,1.07,1.06,1.06,1.06,1.05,1.05,1.05,1.04,1.04,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03
step_size,1.0,0.011000000000000003,0.016094976459107253,0.013000000000000005,0.007,0.008,0.009000000000000001,0.008,0.005,0.008,0.004,0.002,0.003,0.003,0.003,0.005,0.002,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.0
inconvenient,0.0,181830.90200000006,270997.1719304451,178396.82676490428,107339.28221264567,123666.56574229884,102728.10990831933,137969.06312073345,40424.059684396336,78349.44752252483,26239.6662099099,22272.966667580182,41030.81409999726,25931.28655770001,14523.7371403269,14709.181314298366,15120.859637371404,9159.792140362628,18148.414207859638,11936.869585792141,7836.639391242624,2939.6443606087573,5117.034355639392,2904.1659656443608,2904.1659656443608
total_demand,195224201.0,195224201.0,195224200.99999994,195224201.00000003,195224201.00000003,195224201.00000003,195224200.99999997,195224200.99999997,195224200.99999997,195224201.00000006,195224201.0000001,195224201.0000001,195224201.0,195224200.9999999,195224200.99999997,195224201.00000003,195224201.00000003,195224201.00000006,195224201.00000006,195224200.99999997,195224201.00000003,195224201.0,195224201.00000006,195224201.0000001,195224201.0000001
max_demand,4708820.0,4657281.189696438,4582885.2214430105,4523663.8711772235,4492093.062850275,4456281.845710215,4416335.361478523,4381128.088970932,4359266.216017588,4324513.901929492,4307241.776111455,4298631.599801008,4285748.596597772,4272904.2037680205,4260098.305596423,4238840.372471811,4230366.930567239,4226136.565636672,4221910.431071036,4217688.522639965,4205048.111913926,4200843.067802012,4196642.22673421,4192445.5865074755,4192445.5865074755
cost,3783028435.7,3667830222.58,3533109703.64,3439113453.85,3395811289.51,3355690812.36,3319298940.6,3294130956.46,3280743862.5,3264556521.04,3255939903.08,3252427104.56,3247517126.59,3244014912.68,3240413843.9,3235739549.95,3233867939.71,3232714908.97,3231932315.34,3231376094.57,3230196479.13,3229558818.58,3229244110.59,3228953116.41,3228953116.41
run_time,0.0,0.01046299934387207,0.008336782455444336,0.006901979446411133,0.004130125045776367,0.003592967987060547,0.0047528743743896484,0.004524946212768555,0.004027843475341797,0.0045299530029296875,0.0024628639221191406,0.0014119148254394531,0.001931905746459961,0.0023779869079589844,0.002052783966064453,0.0033168792724609375,0.0016436576843261719,0.001127004623413086,0.0011670589447021484,0.0008080005645751953,0.002285003662109375,0.0009760856628417969,0.0009419918060302734,0.0014090538024902344,0.0005331039428710938
objective,3783028435.7,3668012053.482,3533380700.81193,3439291850.676765,3395918628.792213,3355814478.9257426,3319401668.709908,3294268925.523121,3280784286.5596843,3264634870.4875226,3255966142.7462096,3252449377.5266676,3247558157.4041,3244040843.9665575,3240428367.6371403,3235754259.1313143,3233883060.5696373,3232724068.7621403,3231950463.754208,3231388031.439586,3230204315.7693915,3229561758.2243605,3229249227.624356,3228956020.5759654,3228956020.5759654
