,0,1,2,3
max_demand,59402.0,33901.03083968541,33665.930693294795,33665.930693294795
step_size,1.0,0.626,0.14300000000000002,0.0
PAR,2.97,1.69,1.68,1.68
run_time,0.0,0.002187013626098633,0.0012149810791015625,0.0001571178436279297
cost,14440000.6,13450207.99,13449929.0,13449929.0
inconvenient,0.0,206.58,-8.376940000000003,-8.376940000000003
objective,14440000.6,13450414.57,13449920.62306,13449920.62306
total_demand,960609.0,960608.9999999998,960609.0000000001,960609.0000000001
