,0,1,2,3
run_time,0.0,0.0037910938262939453,0.0012402534484863281,0.00034499168395996094
objective,3872296.6,3344040.839,3343219.947515,3343219.947515
inconvenient,0.0,44.239000000000004,-1.5224850000000005,-1.5224850000000005
step_size,1.0,0.533,0.115,0.0
total_demand,238567.0,238566.99999999997,238566.99999999997,238566.99999999997
max_demand,31735.0,20000.30419751727,19951.043576998396,19951.043576998396
PAR,6.39,4.02,4.01,4.01
cost,3872296.6,3343996.6,3343221.47,3343221.47
