,0,1,2,3,4,5,6,7,8,9,10,11,12,13
PAR,1.2,1.19,1.18,1.16,1.15,1.15,1.14,1.13,1.13,1.12,1.12,1.11,1.1,1.1
max_demand,1917136.0,1898012.5684,1879079.89303021,1860336.0710972336,1841779.2187880387,1832570.3226940986,1823407.471080628,1814290.4337252248,1805218.9815565988,1796192.8866488158,1787211.9222155719,1769384.4832914716,1760537.5608750142,1760537.5608750142
total_demand,76754597.0,76754597.00000001,76754597.0,76754597.00000001,76754596.99999999,76754597.00000001,76754597.0,76754596.99999999,76754597.00000001,76754597.00000001,76754597.00000001,76754597.0,76754597.0,76754597.0
objective,1354460955.3,1323989336.36,1297446086.0472,1276767395.2990282,1258710983.5808098,1250051594.744546,1242306719.657777,1236049964.3321612,1231579866.0157392,1227473652.2575712,1223177835.4114122,1217801347.2555857,1215291427.089322,1215291427.089322
cost,1354460955.3,1323910455.08,1297382324.95,1276691164.38,1258651134.49,1250029347.3,1242276308.09,1236025198.48,1231557553.53,1227448016.54,1223164120.97,1217778867.12,1215273233.67,1215273233.67
step_size,1.0,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.0
inconvenient,0.0,78881.28,63761.0972,76230.919028,59849.09080972,22247.444545951403,30411.567777270244,24765.85216111365,22312.48573919443,25635.717571304027,13714.44141214348,22480.135585878565,18193.419322070607,18193.419322070607
run_time,0.0,0.0011930465698242188,0.0011448860168457031,0.0011811256408691406,0.0020148754119873047,0.0009562969207763672,0.001016855239868164,0.0009438991546630859,0.0009129047393798828,0.0008161067962646484,0.0008068084716796875,0.001461029052734375,0.000823974609375,0.0004379749298095703
