,0,1,2,3,4,5,6,7,8,9,10,11,12,13
inconvenient,0.0,2534488.0,2201723.0,2632444.0,3128139.0,2910225.0,1746862.0,1363461.0,996523.0,1183512.0,1497071.0,2429451.0,1223423.0,1347303.0
objective,601989985.5,7234481446.6,7148580220.0,7451804503.0,7944171919.4,7723264007.2,7216238499.6,6658049424.2,6648891493.5,6167337677.6,6661782821.8,7271494826.2,7214481725.4,7634929097.8
run_time,0.0,879.0399999999969,523.5200000000001,499.4200000000029,553.2500000000011,497.3500000000047,517.2100000000032,590.7100000000003,888.0999999999979,772.7899999999966,709.1399999999979,631.9899999999977,732.9999999999951,695.2100000000005
total_demand,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0
max_demand,1107623.0,21201212.0,18726235.0,13738990.0,24190603.0,23605882.0,16384131.0,15521400.0,13132208.0,14898078.0,9697208.0,22836606.0,13588414.0,21268952.0
cost,601989985.5,7231946958.6,7146378497.0,7449172059.0,7941043780.4,7720353782.2,7214491637.6,6656685963.2,6647894970.5,6166154165.6,6660285750.8,7269065375.2,7213258302.4,7633581794.8
PAR,1.36,26.02,22.98,16.86,29.69,28.97,20.11,19.05,16.12,18.28,11.9,28.02,16.67,26.1
step_size,1.0,0.015,0.01,0.02,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.0
