,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
inconvenient,0.0,2405953.0,2718190.0,2716178.0,2764846.0,1377539.0,1225724.0,1414250.0,1935474.0,2089190.0,2452768.0,1600554.0,1966142.0,1126761.0,1131279.0,1031469.0,235365.0,492269.0,1032160.0
objective,601989985.5,6407101596.0,6709100607.4,7131373531.7,7081764907.0,7046331998.0,7134737329.8,6127377664.5,6401888990.9,7101523836.4,7242749204.8,5580024877.1,6950369908.8,5583906172.0,5113526196.1,5069761107.4,3977152839.7,5048119618.4,5550530279.1
run_time,0.0,0.8200000000000006,0.9400000000000007,0.7670000000000006,2.255999999999987,0.6480000000000005,1.2869999999999822,1.073999999999996,1.233999999999986,1.1049999999999924,1.3679999999999763,0.8090000000000006,2.064999999999946,0.5140000000000003,0.4280000000000003,0.9970000000000008,0.7330000000000005,0.5060000000000003,0.5170000000000003
total_demand,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0,39115086.0
max_demand,1107623.0,19328924.0,11627473.0,20612070.0,20339277.0,12282847.0,16280222.0,18301807.0,12718624.0,11670848.0,20700908.0,14643052.0,10036655.0,13108261.0,9935130.0,5268667.0,3035833.0,5387685.0,11103643.0
cost,601989985.5,6404695643.0,6706382417.4,7128657353.7,7079000061.0,7044954459.0,7133511605.8,6125963414.5,6399953516.9,7099434646.4,7240296436.8,5578424323.1,6948403766.8,5582779411.0,5112394917.1,5068729638.4,3976917474.7,5047627349.4,5549498119.1
PAR,1.36,23.72,14.27,25.29,24.96,15.07,19.98,22.46,15.61,14.32,25.4,17.97,12.32,16.09,12.19,6.47,3.73,6.61,13.63
step_size,1.0,0.015,0.025,0.01,0.01,0.015,0.005,0.005,0.01,0.005,0.005,0.005,0.005,0.005,0.01,0.015,0.015,0.005,0.0
