,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,653.133,13,2000,5,1,piece-wise,1107623,21268952.0,-18.202,1.36,26.1,-18.191,601989985.5,7634929097.8,-11.683,601989985.5,7633581794.8,-11.681
optimal_fw,0.001,13,2000,5,1,piece-wise,1107623,987012.8856904424,0.109,1.36,1.21,0.11,601989985.5,569012948.9200585,0.055,601989985.5,569006892.17,0.055
heuristic,1.004,18,2000,5,1,piece-wise,1107623,11103643.0,-9.025,1.36,13.63,-9.022,601989985.5,5550530279.1,-8.22,601989985.5,5549498119.1,-8.219
heuristic_fw,0.001,18,2000,5,1,piece-wise,1107623,939213.0916800405,0.152,1.36,1.15,0.154,601989985.5,565679790.0703636,0.06,601989985.5,565677345.23,0.06
