,0,1,2,3,4,5,6,7,8,9,10,11,12,13
inconvenient,0.0,38017.32,21637.056800000002,52216.138864,15379.614305680001,14474.2269284716,17323.877730715285,13461.371222692847,9830.616287773071,11736.81383712227,14853.341861628778,12072.988290691856,6056.750058546541,6056.750058546541
objective,601989985.5,593892755.0600001,588989886.1468,582368489.5988641,580524360.0543058,578912026.6269284,576723920.3477308,574682331.5312227,573014509.8362879,571507113.5638372,570142051.9318616,569616875.7782906,569012948.9200585,569012948.9200585
run_time,0.0,0.002471923828125,0.0011670589447021484,0.0017247200012207031,0.0007350444793701172,0.0007610321044921875,0.0011162757873535156,0.0011529922485351562,0.0018508434295654297,0.0010819435119628906,0.0014417171478271484,0.0007827281951904297,0.00080108642578125,0.0007669925689697266
total_demand,39115086.0,39115086.0,39115086.0,39115086.000000015,39115086.00000001,39115085.99999999,39115086.0,39115086.0,39115086.0,39115086.0,39115085.99999999,39115086.00000001,39115086.000000015,39115086.000000015
max_demand,1107623.0,1091091.588272125,1080207.9496791107,1058765.2824491353,1053471.4560368897,1048204.0987567053,1037748.2628716072,1027396.7239494629,1017148.4416280669,1007002.385922827,996957.5371232468,991972.7494376305,987012.8856904424,987012.8856904424
cost,601989985.5,593854737.74,588968249.09,582316273.46,580508980.44,578897552.4,576706596.47,574668870.16,573004679.22,571495376.75,570127198.59,569604802.79,569006892.17,569006892.17
PAR,1.36,1.34,1.33,1.3,1.29,1.29,1.27,1.26,1.25,1.24,1.22,1.22,1.21,1.21
step_size,1.0,0.015,0.01,0.02,0.005,0.005,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.0
