,0,1,2
total_demand,251074.0,251074.0,251074.0
objective,3916978.2,3515241.0,3515036.0
inconvenient,0.0,205.0,0.0
run_time,0.0,0.0,0.0
max_demand,23751.0,20593.0,24351.0
cost,3916978.2,3515036.0,3515036.0
step_size,1.0,0.5580000000000002,0.0
PAR,4.54,3.94,4.66
