,0,1,2,3,4,5,6,7,8
total_demand,2175391.0,2175391.0,2175391.0,2175391.0,2175391.0,2175391.0,2175391.0,2175391.0,2175391.0
objective,33737856.1,30462387.0,30461440.0,30461034.0,30459679.0,30463222.0,30457239.0,30457428.0,30458671.0
inconvenient,0.0,6664.0,5803.0,5487.0,3966.0,7388.0,1716.0,1910.0,2988.0
run_time,0.0,0.002,0.0,0.002,0.0,0.002,0.002,0.002,0.002
max_demand,89248.0,181662.0,165341.0,176376.0,220671.0,213242.0,101298.0,130134.0,213271.0
cost,33737856.1,30455723.0,30455637.0,30455547.0,30455713.0,30455834.0,30455523.0,30455518.0,30455683.0
step_size,1.0,0.21100000000000008,0.12799999999999997,0.06,0.025,0.036000000000000004,0.025,0.011,0.0
PAR,1.97,4.01,3.65,3.89,4.87,4.71,2.24,2.87,4.71
