,0,1,2,3,4,5,6,7,8
total_demand,2175391.0,2175390.9999999995,2175391.0,2175391.0,2175391.0000000005,2175391.0,2175391.0,2175391.0000000005,2175391.0000000005
objective,33737856.1,30820604.224,30604315.882687997,30569769.92183872,30562499.66370403,30551170.534506656,30549257.053387333,30548467.580332737,30548467.580332737
inconvenient,0.0,1406.1040000000005,562.8026879999999,295.45183872,91.763704032,262.664506654848,36.3333873336288,20.610332739330083,20.610332739330083
run_time,0.0,0.0032541751861572266,0.002100229263305664,0.0011379718780517578,0.0005266666412353516,0.0007100105285644531,0.00034689903259277344,0.0003750324249267578,0.00026798248291015625
max_demand,89248.0,72172.90241265901,63453.65069910203,59736.59260498322,59308.42508547842,58557.53476615375,57093.84639699991,56610.647724640796,56610.647724640796
cost,33737856.1,30819198.12,30603753.08,30569474.47,30562407.9,30550907.87,30549220.72,30548446.97,30548446.97
step_size,1.0,0.21100000000000008,0.12799999999999997,0.06,0.025,0.036000000000000004,0.025,0.011,0.0
PAR,1.97,1.59,1.4,1.32,1.31,1.29,1.26,1.25,1.25
