,0,1,2,3,4,5
step_size,1.0,0.23200000000000007,0.19100000000000006,0.041,0.027,0.0
run_time,0.0,0.0,0.002,0.002,0.0,0.0
max_demand,47099.0,105746.0,73030.0,60770.0,64075.0,66210.0
inconvenient,0.0,2177.0,1745.0,710.0,1095.0,404.0
PAR,2.26,5.07,3.5,2.91,3.07,3.17
total_demand,1001579.0,1001579.0,1001579.0,1001579.0,1001579.0,1001579.0
objective,15896125.6,14024312.0,14023857.0,14022840.0,14023244.0,14022550.0
cost,15896125.6,14022135.0,14022112.0,14022130.0,14022149.0,14022146.0
