,0,1,2,3,4,5,6,7,8
PAR,1.2,24.91,31.45,22.86,31.1,22.16,30.31,15.68,28.83
max_demand,972244.0,20146093.0,25435182.0,18487058.0,25154345.0,17921779.0,24518639.0,12684653.0,23320062.0
total_demand,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0
objective,704591753.5,7647753884.8,7895864467.6,7916895208.4,8101742583.4,7721431889.2,7457538296.7,7259467795.8,7776092640.2
cost,704591753.5,7644601016.8,7892265510.6,7913677814.4,8097856780.4,7718090673.2,7455212529.7,7256922299.8,7773509475.2
step_size,1.0,0.015,0.01,0.01,0.005,0.01,0.005,0.01,0.0
inconvenient,0.0,3152868.0,3598957.0,3217394.0,3885803.0,3341216.0,2325767.0,2545496.0,2583165.0
run_time,0.0,2771.949999999997,1980.4700000000025,2796.4399999999987,875.249999999997,846.0999999999985,709.4099999999991,603.57,696.1699999999956
