,0,1,2,3,4,5,6,7,8,9,10
PAR,1.2,1.18,1.17,1.16,1.14,1.14,1.12,1.12,1.11,1.1,1.1
max_demand,972244.0,957733.1367695,948179.7487302242,938721.6557366402,924711.1176845639,920087.562096141,906422.3032834108,901890.1917669938,897380.7408081589,893028.2271041181,893028.2271041181
total_demand,38824495.0,38824495.0,38824495.0,38824494.99999999,38824494.99999999,38824494.999999985,38824495.0,38824495.00000001,38824495.000000015,38824494.999999985,38824494.999999985
objective,704591753.5,677901656.555,662109038.92755,649428761.7721245,636499663.6125681,632263728.1189872,623778952.7133151,621033850.2220834,618884490.1277395,616870968.9755112,616870968.9755112
cost,704591753.5,677860291.31,662074642.14,649392028.61,636452162.41,632246224.34,623757386.13,621026553.77,618879159.23,616863530.06,616863530.06
step_size,1.0,0.015,0.01,0.01,0.015,0.005,0.015,0.005,0.005,0.005,0.0
inconvenient,0.0,41365.244999999995,34396.78755,36733.1621245,47501.202568132496,17503.778987159338,21566.58331519261,7296.452083424037,5330.897739582881,7438.915511302085,7438.915511302085
run_time,0.0,0.001508951187133789,0.0011050701141357422,0.0011091232299804688,0.001402139663696289,0.00074005126953125,0.0014319419860839844,0.0007281303405761719,0.0007250308990478516,0.0007386207580566406,0.0003898143768310547
