,0,1,2,3,4,5,6,7,8,9,10
PAR,1.2,23.62,26.78,26.54,17.93,26.35,10.78,17.57,11.79,10.61,16.23
max_demand,972244.0,19101577.0,21662057.0,21466233.0,14502786.0,21315920.0,8716025.0,14213256.0,9535670.0,8582193.0,13127077.0
total_demand,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0,38824495.0
objective,704591753.5,6911170263.0,7729525115.8,7677017593.4,7470981889.2,7289280150.0,6755851743.6,7211592751.0,6445585037.7,6890062674.3,7311536243.6
cost,704591753.5,6908412580.0,7726044071.8,7673309880.4,7467778409.2,7285731893.0,6754396467.6,7210111894.0,6444511561.7,6888569560.3,7310141339.6
step_size,1.0,0.015,0.01,0.01,0.015,0.005,0.015,0.005,0.005,0.005,0.0
inconvenient,0.0,2757683.0,3481044.0,3707713.0,3203480.0,3548257.0,1455276.0,1480857.0,1073476.0,1493114.0,1394904.0
run_time,0.0,0.8000000000000006,0.5920000000000004,1.0599999999999967,0.5130000000000003,0.5830000000000004,0.5810000000000004,0.6050000000000004,0.5620000000000004,0.5930000000000004,0.6580000000000005
