no_households,no_tasks,algorithm,penalty_weight,cost_function_type,max_demand initial,max_demand final,PAR initial,PAR final,objective initial,objective final,cost initial,cost final,Average run_time
10,5,heuristic,1,piece-wise,16250,19543.333333333332,4.083333333333333,4.933333333333334,3139060.466666667,2717752.3333333335,3139060.466666667,2717726.6666666665,0.0
10,5,heuristic_fw,1,piece-wise,16250,10123.356757302754,4.083333333333333,2.5533333333333332,3139060.466666667,2720142.2678340026,3139060.466666667,2720138.02,0.0016666666666666668
10,5,optimal,1,piece-wise,16250,22762.0,4.083333333333333,5.609999999999999,3139060.466666667,2717763.3333333335,3139060.466666667,2717726.6666666665,1.3416666666666668
10,5,optimal_fw,1,piece-wise,16250,10264.079306424672,4.083333333333333,2.58,3139060.466666667,2721359.760566246,3139060.466666667,2721355.15,0.0013333333333333333
20,5,heuristic,1,piece-wise,32418,33047.5,3.9800000000000004,4.145,6204289.25,5404384.5,6204289.25,5404077.5,0.0
20,5,heuristic_fw,1,piece-wise,32418,22431.372021949504,3.9800000000000004,2.75,6204289.25,5416681.817169365,6204289.25,5416630.140000001,0.0005
20,5,optimal,1,piece-wise,32418,42345.5,3.9800000000000004,5.265000000000001,6204289.25,5404266.0,6204289.25,5404077.5,2.6165
20,5,optimal_fw,1,piece-wise,32418,21216.79064780179,3.9800000000000004,2.61,6204289.25,5413642.372811092,6204289.25,5413614.824999999,0.001
