,0,1,2,3,4,5,6,7,8
max_demand,513222.0,501993.215862,496471.290487518,485608.9951229416,480267.29617658927,469759.5280035417,464592.1731955027,459017.0671171567,459017.0671171567
run_time,0.0,0.0007741451263427734,0.0004951953887939453,0.0007541179656982422,0.0005109310150146484,0.0007789134979248047,0.0004949569702148438,0.0005030632019042969,0.0002980232238769531
objective,306437832.0,296875419.01,292422077.36846,286784699.6548138,284582664.73553705,280713983.2280382,279262660.4195816,277963704.860605,277963704.860605
step_size,1.0,0.022,0.011,0.022,0.011,0.022,0.011,0.012,0.0
inconvenient,0.0,15276.14,11741.508460000001,26165.31481388,10783.72553704732,9052.038038184959,5724.949581579965,4774.860605021041,4774.860605021041
cost,306437832.0,296860142.87,292410335.86,286758534.34,284571881.01,280704931.19,279256935.47,277958930.0,277958930.0
total_demand,18750461.0,18750461.000000004,18750461.000000007,18750460.999999996,18750461.000000004,18750461.000000004,18750460.999999996,18750460.999999993,18750460.999999993
PAR,1.31,1.29,1.27,1.24,1.23,1.2,1.19,1.18,1.18
