,0,1,2,3,4,5,6,7,8
max_demand,513222.0,6624887.0,10596572.0,6834269.0,10792492.0,4150061.0,6671497.0,3981929.0,5397373.0
run_time,0.0,0.03000000000000002,0.016000000000000007,0.01800000000000001,0.025000000000000015,0.01900000000000001,0.010000000000000002,0.009000000000000001,0.015000000000000006
objective,306437832.0,263295604.0,263767827.0,263966719.0,273153067.0,284753376.0,297540153.0,316385627.0,326205626.0
step_size,1.0,0.022,0.011,0.022,0.011,0.022,0.011,0.012,0.0
inconvenient,0.0,694370.0,1082686.0,1201074.0,1006504.0,422240.0,529502.0,403630.0,321496.0
cost,306437832.0,262601234.0,262685141.0,262765645.0,272146563.0,284331136.0,297010651.0,315981997.0,325884130.0
total_demand,18750461.0,18750461.0,18750461.0,18750461.0,18750461.0,18750461.0,18750461.0,18750461.0,18750461.0
PAR,1.31,16.96,27.13,17.5,27.63,10.62,17.08,10.19,13.82
