,max_demand,total_demand,PAR,objective,cost,inconvenient,step_size,reschedule_time
0,70428.0,1636972.0,0.48,25213021.2,25213021.2,0.0,1.0,0.0
1,57939.07278801255,1636972.0000000005,0.59,23234739.470000003,23186588.67,48150.8,0.194,
2,53102.17024213722,1636971.9999999998,0.64,23082168.470399998,23070192.99,11975.4804,0.087,
3,51221.89613874251,1636972.0000000005,0.67,23053109.802705597,23047431.72,5678.082705600001,0.036000000000000004,
4,50062.85680184174,1636972.0000000002,0.68,23040959.40409777,23036982.2,3977.2040977711995,0.023,
5,49548.95852021964,1636971.9999999995,0.69,23034006.073550824,23031447.4,2558.6735508267457,0.012,
6,48920.91605945679,1636972.0000000002,0.7,23029594.37724384,23027175.84,2418.537243839252,0.013,
7,260226.0,1636972.0,0.13,23029594.37724384,23027175.84,2418.537243839252,0.0,
8,260226.0,1636972.0,0.13,23029594.37724384,23027175.84,2418.537243839252,0.0,
9,260226.0,1636972.0,0.13,23029594.37724384,23027175.84,2418.537243839252,0.0,
10,260226.0,1636972.0,0.13,23029594.37724384,23027175.84,2418.537243839252,0.0,
11,260226.0,1636972.0,0.13,23029594.37724384,23027175.84,2418.537243839252,0.0,
