,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,50,1,piece-wise,40000,40150.0,-0.40%,2.21,2.22,-0.50%,13300876.3,12156435.0,8.60%,13300876.3,12156354.0,8.60%,0.05
heuristic_fw,5,50,1,piece-wise,40000,25189.37954738428,37.00%,2.21,1.39,37.10%,13300876.3,12173112.627400687,8.50%,13300876.3,12173098.39,8.50%,0.004
