,0,1,2,3,4,5,6,7,8,9,10,11
inconvenient,0.0,70880.79000000001,65867.2121,52280.037879,42659.069621209994,22704.11465189395,26883.798853481065,30091.071005732596,65262.30928994268,21275.658453550288,21366.30170773225,21366.30170773225
total_demand,77331835.0,77331835.00000003,77331834.99999999,77331835.0,77331835.0,77331835.0,77331835.00000003,77331834.99999997,77331834.99999997,77331835.0,77331835.00000001,77331835.00000001
objective,1394141330.2,1357057192.3799999,1326823637.3821,1306241389.917879,1287756232.1696212,1278363024.374652,1264111508.8188534,1256728674.2710059,1244870670.18929,1239181933.8284535,1235284689.8817077,1235284689.8817077
PAR,1.2,1.19,1.17,1.16,1.15,1.15,1.13,1.13,1.12,1.11,1.11,1.11
run_time,0.0,0.0009067058563232422,0.0008702278137207031,0.0008687973022460938,0.0010318756103515625,0.0007281303405761719,0.0012040138244628906,0.0008032321929931641,0.001148223876953125,0.0009348392486572266,0.0009789466857910156,0.0006971359252929688
max_demand,1928677.0,1909484.331925,1890546.152714048,1871792.6923407256,1854743.9540846269,1845522.7343142037,1827219.5196894195,1818083.4220909725,1800019.8599556151,1791019.7606558371,1782064.661852558,1782064.661852558
cost,1394141330.2,1356986311.59,1326757770.17,1306189109.88,1287713573.1,1278340320.26,1264084625.02,1256698583.2,1244805407.88,1239160658.17,1235263323.58,1235263323.58
step_size,1.0,0.01,0.01,0.01,0.01,0.005,0.01,0.005,0.01,0.005,0.005,0.0
