,0,1,2,3,4,5,6,7,8,9,10,11
inconvenient,0.0,7088079.0,6657602.0,5293871.0,4318187.0,4583482.0,2711084.0,6045098.0,6556322.0,4320394.0,4294536.0,5168757.0
total_demand,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0,77331835.0
objective,1394141330.2,15848182938.6,15201090000.6,14197046360.6,14567355461.4,14866100710.0,14611884115.0,14762187163.0,13994656498.7,14333594570.7,14421573619.4,15020425923.6
PAR,1.2,25.61,23.58,25.71,15.2,25.61,13.9,23.91,11.73,18.27,19.88,25.21
run_time,0.0,3.8579999999998016,2.6299999999998374,2.515999999999866,2.0519999999999032,1.514999999999944,1.741999999999928,5.50000000000042,2.7159999999998528,1.8849999999999207,1.6049999999999476,1.9399999999999114
max_demand,1928677.0,41261988.0,37989390.0,41423790.0,24481667.0,41257525.0,22397842.0,38524694.0,18904171.0,29431599.0,32036171.0,40620421.0
cost,1394141330.2,15841094859.6,15194432398.6,14191752489.6,14563037274.4,14861517228.0,14609173031.0,14756142065.0,13988100176.7,14329274176.7,14417279083.4,15015257166.6
step_size,1.0,0.01,0.01,0.01,0.01,0.005,0.01,0.005,0.01,0.005,0.005,0.0
